GLOBALEVENTID,SQLDATE,MONTHYEAR,YEAR,FractionDate,IsRootEvent,ActionGeo_CountryCode,ActionGeo_FullName,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,Actor1Geo_CountryCode,Actor2Geo_CountryCode,Actor1CountryCode,Actor2CountryCode,Actor1Name,Actor2Name,Actor1Type1Code,Actor2Type1Code,Actor1KnownGroupCode,Actor2KnownGroupCode,EventRootCode,EventBaseCode,EventCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,SOURCEURL,mois,trimestre,annee,mois_annee,jour_semaine,ton_categorie,goldstein_categorie,quadclass_label,zone_benin,source_domaine
1299592501,2025-04-16,202504,2025,2025.2904,1,BN,Benin,BN,9.5,2.25,BN,RS,BEN,RUS,BENIN,RUSSIA,,,,,10,100,100,3,-5.0,4,1,4,-12.5,https://article.wn.com/view/2026/04/16/Benin_activist_wanted_for_inciting_rebellion_arrested_in_S_A/,4,2,2025,2025-04,2,tres_negatif,conflictuel,conflit_verbal,sud,article.wn.com
1292755543,2025-03-06,202503,2025,2025.1808,1,BN,Benin,BN,9.5,2.25,,BN,,BEN,,BENIN,,,,,6,60,60,2,6.0,10,1,10,-8.67768595,https://www.diariosigloxxi.com/texto-ep/mostrar/20260306085421/mueren-15-militares-ataque-ejecutado-supuestos-yihadistas-contra-puesto-norte-benin,3,1,2025,2025-03,3,tres_negatif,tres_cooperatif,cooperation_materielle,sud,diariosigloxxi.com
1292755544,2025-03-06,202503,2025,2025.1808,1,BN,Benin,BN,9.5,2.25,,BN,,BEN,,BENIN,,,,,18,186,186,4,-10.0,10,1,10,-8.67768595,https://www.diariosigloxxi.com/texto-ep/mostrar/20260306085421/mueren-15-militares-ataque-ejecutado-supuestos-yihadistas-contra-puesto-norte-benin,3,1,2025,2025-03,3,tres_negatif,tres_conflictuel,conflit_materiel,sud,diariosigloxxi.com
1283198067,2025-01-10,202501,2025,2025.0274,1,BN,Benin,BN,9.5,2.25,NG,BN,,BEN,AL QAEDA,BENIN,IMG,,ALQ,,19,190,190,4,-10.0,10,1,10,-3.622047244,https://www.abc.com.py/internacionales/2026/01/10/benin-celebrara-elecciones-legislativas-y-municipales-entre-tension-politica-y-seguridad/,1,1,2025,2025-01,4,tres_negatif,tres_conflictuel,conflit_materiel,sud,abc.com.py
1282892998,2025-01-08,202501,2025,2025.0219,1,BN,Benin,BN,9.5,2.25,NI,BN,NGA,BEN,NIGERIAN,BENIN,,,,,4,43,43,1,2.8,1,1,1,0.505050505,https://thewhistler.ng/fg-secures-release-of-nigerian-pastor-serving-10-year-sentence-in-benin-republic/,1,1,2025,2025-01,2,neutre,cooperatif,cooperation_verbale,sud,thewhistler.ng
1282904288,2025-01-08,202501,2025,2025.0219,0,BN,Benin,BN,9.5,2.25,BN,BN,BEN,,COTONOU,AMBASSADOR,HLH,GOV,,,4,43,43,1,2.8,6,1,6,4.118993135,https://www.thisdaylive.com/2026/01/08/nigeria-secures-pastor-egbajis-release-from-benin-republic/,1,1,2025,2025-01,2,tres_positif,cooperatif,cooperation_verbale,sud,thisdaylive.com
1282904297,2025-01-08,202501,2025,2025.0219,0,BN,Benin,BN,9.5,2.25,BN,BN,,BEN,AMBASSADOR,COTONOU,GOV,HLH,,,2,20,20,1,3.0,6,1,6,4.118993135,https://www.thisdaylive.com/2026/01/08/nigeria-secures-pastor-egbajis-release-from-benin-republic/,1,1,2025,2025-01,2,tres_positif,cooperatif,cooperation_verbale,sud,thisdaylive.com
1282904298,2025-01-08,202501,2025,2025.0219,0,BN,Benin,BN,9.5,2.25,BN,BN,,BEN,AMBASSADOR,COTONOU,GOV,HLH,,,4,42,42,1,1.9,6,1,6,4.118993135,https://www.thisdaylive.com/2026/01/08/nigeria-secures-pastor-egbajis-release-from-benin-republic/,1,1,2025,2025-01,2,tres_positif,cooperatif,cooperation_verbale,sud,thisdaylive.com
1282892989,2025-01-08,202501,2025,2025.0219,1,BN,Benin,BN,9.5,2.25,BN,NI,BEN,NGA,BENIN,NIGERIAN,,,,,4,42,42,1,1.9,1,1,1,0.505050505,https://thewhistler.ng/fg-secures-release-of-nigerian-pastor-serving-10-year-sentence-in-benin-republic/,1,1,2025,2025-01,2,neutre,cooperatif,cooperation_verbale,sud,thewhistler.ng
1282892990,2025-01-08,202501,2025,2025.0219,1,BN,Benin,BN,9.5,2.25,BN,NI,BEN,NGA,BENIN,NIGERIAN,,,,,17,173,173,4,-5.0,2,1,2,0.505050505,https://thewhistler.ng/fg-secures-release-of-nigerian-pastor-serving-10-year-sentence-in-benin-republic/,1,1,2025,2025-01,2,neutre,conflictuel,conflit_materiel,sud,thewhistler.ng
1296348347,2025-03-27,202503,2025,2025.2384,0,BN,"Banikoara, Alibori, Benin",BN07,11.2984,2.43856,BN,BN,BEN,,BENIN,RADIO STATION,,MED,,,19,190,190,4,-10.0,3,1,3,-0.94637224,https://www.swissinfo.ch/eng/war-peace/women-harvest-hope-as-extremist-threat-grows-in-benin/91162140,3,1,2025,2025-03,3,neutre,tres_conflictuel,conflit_materiel,nord,swissinfo.ch
1224089152,2025-02-01,202502,2025,2025.0849,0,BN,"Abomey, Zou, Benin",BN18,7.18286,1.99119,BN,,BEN,,BENIN,,,,,,4,40,40,1,1.0,4,1,4,-0.939597315,https://mondafrique.com/loisirs-culture/paulin-jidenu-hountondji-le-pere-de-la-philosophie-africaine/,2,1,2025,2025-02,5,neutre,cooperatif,cooperation_verbale,centre,mondafrique.com
1224086313,2025-02-01,202502,2025,2025.0849,1,BN,"Tanguieta, Atakora, Benin",BN08,10.6212,1.26651,BN,,BEN,,BENIN,,,,,,4,40,40,1,1.0,14,1,8,3.519061584,https://www.ilcittadinomb.it/news/cronaca/meda-incontro-al-cfp-terragni-con-gli-amici-di-tanguieta-la-solidarieta-e-il-tema/,2,1,2025,2025-02,5,tres_positif,cooperatif,cooperation_verbale,sud,ilcittadinomb.it
1224027005,2025-02-01,202502,2025,2025.0849,1,BN,Benin,BN,9.5,2.25,BN,,BEN,,BENIN,,,,,,1,10,10,1,0.0,4,1,4,-5.555555556,https://www.allocine.fr/tvactu/articles/article-1000126581.html,2,1,2025,2025-02,5,tres_negatif,neutre,cooperation_verbale,sud,allocine.fr
1224018664,2025-02-01,202502,2025,2025.0849,0,BN,Benin,BN,9.5,2.25,BN,,BEN,,BENIN,,,,,,4,40,40,1,1.0,10,1,10,2.753195674,https://fr.allafrica.com/stories/202502010073.html,2,1,2025,2025-02,5,positif,cooperatif,cooperation_verbale,sud,fr.allafrica.com
1224090501,2025-02-02,202502,2025,2025.0877,0,BN,Benin,BN,9.5,2.25,BN,,BEN,,BENIN,,,,,,2,20,20,1,3.0,4,1,4,-5.509641873,https://tribuneonlineng.com/human-trafficking-illegal-migration-endemic-in-nigeria-naptip/,2,1,2025,2025-02,6,tres_negatif,cooperatif,cooperation_verbale,sud,tribuneonlineng.com
1224090502,2025-02-02,202502,2025,2025.0877,0,BN,Benin,BN,9.5,2.25,BN,,BEN,,BENIN,,,,,,3,30,30,1,4.0,4,1,4,-5.509641873,https://tribuneonlineng.com/human-trafficking-illegal-migration-endemic-in-nigeria-naptip/,2,1,2025,2025-02,6,tres_negatif,cooperatif,cooperation_verbale,sud,tribuneonlineng.com
1224040676,2025-02-01,202502,2025,2025.0849,1,BN,Benin,BN,9.5,2.25,BN,,BEN,,BENIN,,,,,,2,20,20,1,3.0,4,1,4,1.069518717,https://thenewsnigeria.com.ng/2025/02/01/228-graduate-constables-deployed-to-edo-command/,2,1,2025,2025-02,5,positif,cooperatif,cooperation_verbale,sud,thenewsnigeria.com.ng
1224018589,2025-02-01,202502,2025,2025.0849,0,BN,Benin,BN,9.5,2.25,,BN,,BEN,,BENIN,,,,,4,40,40,1,1.0,10,1,10,2.753195674,https://fr.allafrica.com/stories/202502010073.html,2,1,2025,2025-02,5,positif,cooperatif,cooperation_verbale,sud,fr.allafrica.com
1224015838,2025-02-01,202502,2025,2025.0849,1,BN,Benin,BN,9.5,2.25,BN,BN,BEN,,BENIN,LAWYER,,JUD,,,12,128,128,3,-5.0,10,1,10,-7.157464213,https://www.afrik.com/benin-la-cour-condamne-le-batonnier-pour-entrave-au-droit-a-un-proces-equitable,2,1,2025,2025-02,5,tres_negatif,conflictuel,conflit_verbal,sud,afrik.com
1224016050,2025-02-01,202502,2025,2025.0849,1,BN,Benin,BN,9.5,2.25,BN,BN,,BEN,LAWYER,BENIN,JUD,,,,12,120,120,3,-4.0,10,1,10,-7.157464213,https://www.afrik.com/benin-la-cour-condamne-le-batonnier-pour-entrave-au-droit-a-un-proces-equitable,2,1,2025,2025-02,5,tres_negatif,conflictuel,conflit_verbal,sud,afrik.com
1224037655,2025-02-01,202502,2025,2025.0849,1,BN,Benin,BN,9.5,2.25,BN,BN,,BEN,COMMANDER,BENIN,MIL,,,,1,10,10,1,0.0,10,1,10,-9.166666667,https://thenewsnigeria.com.ng/2025/02/01/edo-security-corps-arrest-3-for-alleged-attempted-kidnapping/,2,1,2025,2025-02,5,tres_negatif,neutre,cooperation_verbale,sud,thenewsnigeria.com.ng
1224040726,2025-02-01,202502,2025,2025.0849,1,BN,Benin,BN,9.5,2.25,BN,BN,,BEN,CONSTABLE,BENIN,COP,,,,1,10,10,1,0.0,4,1,4,1.069518717,https://thenewsnigeria.com.ng/2025/02/01/228-graduate-constables-deployed-to-edo-command/,2,1,2025,2025-02,5,positif,neutre,cooperation_verbale,sud,thenewsnigeria.com.ng
1224086277,2025-02-01,202502,2025,2025.0849,1,BN,"Tanguieta, Atakora, Benin",BN08,10.6212,1.26651,,BN,,BEN,,BENIN,,,,,4,40,40,1,1.0,14,1,8,3.519061584,https://www.ilcittadinomb.it/news/cronaca/meda-incontro-al-cfp-terragni-con-gli-amici-di-tanguieta-la-solidarieta-e-il-tema/,2,1,2025,2025-02,5,tres_positif,cooperatif,cooperation_verbale,sud,ilcittadinomb.it
1224086411,2025-02-01,202502,2025,2025.0849,1,BN,"Tanguieta, Atakora, Benin",BN08,10.6212,1.26651,BN,BN,,BEN,HOSPITAL,BENIN,HLH,,,,5,51,51,1,3.4,8,1,8,3.519061584,https://www.ilcittadinomb.it/news/cronaca/meda-incontro-al-cfp-terragni-con-gli-amici-di-tanguieta-la-solidarieta-e-il-tema/,2,1,2025,2025-02,5,tres_positif,cooperatif,cooperation_verbale,sud,ilcittadinomb.it
1224076928,2025-02-01,202502,2025,2025.0849,0,BN,"Porto-Novo, Qué, Benin",BN16,6.48333,2.61667,NG,BN,NER,BEN,NIGER,BENIN,,,,,6,61,61,2,6.4,5,1,5,-2.3118767,https://www.premiumtimesng.com/opinion/771097-good-riddance-to-aes-ecowas-chance-to-reinvent-or-perish-starts-now-by-confidence-macharry.html,2,1,2025,2025-02,5,negatif,tres_cooperatif,cooperation_materielle,sud,premiumtimesng.com
1224089106,2025-02-01,202502,2025,2025.0849,0,BN,"Abomey, Zou, Benin",BN18,7.18286,1.99119,,BN,,BEN,,BENIN,,,,,4,40,40,1,1.0,4,1,4,-0.939597315,https://mondafrique.com/loisirs-culture/paulin-jidenu-hountondji-le-pere-de-la-philosophie-africaine/,2,1,2025,2025-02,5,neutre,cooperatif,cooperation_verbale,centre,mondafrique.com
1224089144,2025-02-01,202502,2025,2025.0849,1,BN,"Abomey, Zou, Benin",BN18,7.18286,1.99119,BN,BN,AFR,BEN,AFRICA,BENIN,,,,,12,120,120,3,-4.0,2,1,2,-0.939597315,https://mondafrique.com/loisirs-culture/paulin-jidenu-hountondji-le-pere-de-la-philosophie-africaine/,2,1,2025,2025-02,5,neutre,conflictuel,conflit_verbal,centre,mondafrique.com
1224090504,2025-02-02,202502,2025,2025.0877,1,BN,Benin,BN,9.5,2.25,BN,NI,BEN,,BENIN,DIRECTOR GENERAL,,GOV,,,4,43,43,1,2.8,1,1,1,-5.509641873,https://tribuneonlineng.com/human-trafficking-illegal-migration-endemic-in-nigeria-naptip/,2,1,2025,2025-02,6,tres_negatif,cooperatif,cooperation_verbale,sud,tribuneonlineng.com
1224027006,2025-02-01,202502,2025,2025.0849,0,BN,Benin,BN,9.5,2.25,BN,TO,BEN,TGO,BENIN,TOGO,,,,,1,10,10,1,0.0,4,1,4,-3.008779718,https://lanouvelletribune.info/2025/02/affaire-homeky-boko-voici-lintegralite-du-requisitoire-du-ministere-public/,2,1,2025,2025-02,5,tres_negatif,neutre,cooperation_verbale,sud,lanouvelletribune.info
1220156917,2025-01-12,202501,2025,2025.0329,0,BN,"Ouidah, Atlantique, Benin",BN09,6.36307,2.08506,BN,,BEN,,BENIN,,,,,,1,12,12,1,-0.4,4,1,4,3.250773994,https://www.jamaicaobserver.com/2025/01/12/benins-women-pillars-voodoo-celebrations/,1,1,2025,2025-01,6,tres_positif,conflictuel,cooperation_verbale,sud,jamaicaobserver.com
1220156918,2025-01-12,202501,2025,2025.0329,1,BN,"Ouidah, Atlantique, Benin",BN09,6.36307,2.08506,BN,,BEN,,BENIN,,,,,,1,10,10,1,0.0,5,1,5,3.250773994,https://www.jamaicaobserver.com/2025/01/12/benins-women-pillars-voodoo-celebrations/,1,1,2025,2025-01,6,tres_positif,neutre,cooperation_verbale,sud,jamaicaobserver.com
1220130599,2025-01-12,202501,2025,2025.0329,1,BN,"Alibori, Alibori, Benin",BN07,11.3333,2.91667,BN,,BEN,,BENIN,,,,,,7,72,72,2,8.3,2,1,2,-7.228915663,http://www.businessghana.com/site/news/politics/320887/Beninese-army-suffers-,1,1,2025,2025-01,6,tres_negatif,tres_cooperatif,cooperation_materielle,sud,businessghana.com
1220130600,2025-01-12,202501,2025,2025.0329,0,BN,"Alibori, Alibori, Benin",BN07,11.3333,2.91667,BN,,BEN,,BENIN,,,,,,15,154,154,4,-7.2,5,1,5,-7.228915663,http://www.businessghana.com/site/news/politics/320887/Beninese-army-suffers-,1,1,2025,2025-01,6,tres_negatif,tres_conflictuel,conflit_materiel,sud,businessghana.com
1220130601,2025-01-12,202501,2025,2025.0329,1,BN,"Alibori, Alibori, Benin",BN07,11.3333,2.91667,BN,,BEN,,BENIN,,,,,,19,190,190,4,-10.0,2,1,2,-7.228915663,http://www.businessghana.com/site/news/politics/320887/Beninese-army-suffers-,1,1,2025,2025-01,6,tres_negatif,tres_conflictuel,conflit_materiel,sud,businessghana.com
1220136515,2025-01-12,202501,2025,2025.0329,1,BN,Benin,BN,9.5,2.25,BN,,BEN,,BENIN,,,,,,3,30,30,1,4.0,2,1,2,-3.448275862,https://nairametrics.com/2025/01/12/tcn-explains-power-disruptions-in-lagos-dismisses-grid-collapse-rumour/,1,1,2025,2025-01,6,tres_negatif,cooperatif,cooperation_verbale,sud,nairametrics.com
1220156765,2025-01-12,202501,2025,2025.0329,1,BN,Benin,BN,9.5,2.25,BN,BN,ZAF,BEN,NORTH WEST,BENIN,,,,,19,190,190,4,-10.0,10,1,10,-7.317073171,https://afropages.fr/la-nouvelle-tribune/attaque-terroriste-au-benin-leglise-protestante-envoie-un-message-au-fds,1,1,2025,2025-01,6,tres_negatif,tres_conflictuel,conflit_materiel,sud,afropages.fr
1220118500,2025-01-12,202501,2025,2025.0329,1,BN,Benin,BN,9.5,2.25,BN,BN,BEN,NGA,BENIN,NIGERIA,,,,,1,10,10,1,0.0,4,1,4,-1.992031873,https://www.thisdaylive.com/index.php/2025/01/12/line-trippings-caused-saturdays-outage-no-grid-collapse-says-tcn/,1,1,2025,2025-01,6,negatif,neutre,cooperation_verbale,sud,thisdaylive.com
1220081424,2025-01-11,202501,2025,2025.0301,1,BN,Benin,BN,9.5,2.25,BN,BN,AFR,BEN,THE AU,BENIN,IGO,MIL,,,11,111,111,3,-2.0,10,1,10,-6.849315068,https://fr.apanews.net/news/benin-lua-condamne-lattaque-meurtriere-contre-larmee-a-banikoara/,1,1,2025,2025-01,5,tres_negatif,conflictuel,conflit_verbal,sud,fr.apanews.net
1220130497,2025-01-12,202501,2025,2025.0329,1,BN,"Alibori, Alibori, Benin",BN07,11.3333,2.91667,,BN,,BEN,,BENINESE,,MIL,,,19,190,190,4,-10.0,6,1,6,-7.228915663,http://www.businessghana.com/site/news/politics/320887/Beninese-army-suffers-,1,1,2025,2025-01,6,tres_negatif,tres_conflictuel,conflit_materiel,sud,businessghana.com
1220130604,2025-01-12,202501,2025,2025.0329,1,BN,"Alibori, Alibori, Benin",BN07,11.3333,2.91667,BN,BN,BEN,BEN,BENINESE,BENIN,,MIL,,,19,190,190,4,-10.0,2,1,2,-7.228915663,http://www.businessghana.com/site/news/politics/320887/Beninese-army-suffers-,1,1,2025,2025-01,6,tres_negatif,tres_conflictuel,conflit_materiel,sud,businessghana.com
1220130605,2025-01-12,202501,2025,2025.0329,1,BN,"Alibori, Alibori, Benin",BN07,11.3333,2.91667,BN,BN,BEN,,BENINESE,NEWS AGENCY,,MED,,,1,10,10,1,0.0,2,1,2,-7.228915663,http://www.businessghana.com/site/news/politics/320887/Beninese-army-suffers-,1,1,2025,2025-01,6,tres_negatif,neutre,cooperation_verbale,sud,businessghana.com
1220130607,2025-01-12,202501,2025,2025.0329,1,BN,"Alibori, Alibori, Benin",BN07,11.3333,2.91667,BN,BN,BEN,,BENIN,NEWS AGENCY,MIL,MED,,,1,13,13,1,0.4,2,1,2,-7.228915663,http://www.businessghana.com/site/news/politics/320887/Beninese-army-suffers-,1,1,2025,2025-01,6,tres_negatif,cooperatif,cooperation_verbale,sud,businessghana.com
1220153639,2025-01-12,202501,2025,2025.0329,0,BN,Benin,BN,9.5,2.25,BN,NI,BEN,NGA,BENIN,NIGERIA,,,,,8,84,84,2,7.0,8,1,8,-4.229195089,https://www.theguardian.com/world/2025/jan/12/return-looted-shipwreck-treasures-to-countries-of-origin-as-reparations-for-slavery-says-lawyer,1,1,2025,2025-01,6,tres_negatif,tres_cooperatif,cooperation_materielle,sud,theguardian.com
1220084219,2025-01-11,202501,2025,2025.0301,1,BN,Benin,BN,9.5,2.25,BN,NI,BEN,NGA,BENIN,NIGERIA,,,,,1,10,10,1,0.0,1,1,1,-2.617801047,https://thesun.ng/benin-omotosho-line-tripped-national-grid-didnt-collapse-says-tcn/,1,1,2025,2025-01,5,negatif,neutre,cooperation_verbale,sud,thesun.ng
1225275254,2025-02-07,202502,2025,2025.1014,1,BN,Benin,BN,9.5,2.25,BN,,BEN,,BENIN,,,,,,1,16,16,1,-2.0,2,1,2,-7.384615385,https://theeagleonline.com.ng/edo-nscdc-denies-alleged-involvement-of-officers-in-bolt-drivers-death/,2,1,2025,2025-02,4,tres_negatif,conflictuel,cooperation_verbale,sud,theeagleonline.com.ng
1225380893,2025-02-08,202502,2025,2025.1041,1,BN,Benin,BN,9.5,2.25,BN,,BEN,,BENIN,,,,,,5,51,51,1,3.4,2,1,2,9.677419355,https://dailypost.ng/2025/02/08/fg-welcomes-15-returning-tac-volunteers-from-benin-republic/,2,1,2025,2025-02,5,tres_positif,cooperatif,cooperation_verbale,sud,dailypost.ng
1225359417,2025-02-08,202502,2025,2025.1041,1,BN,Benin,BN,9.5,2.25,NI,BN,,BEN,DEPUTY,BENIN,COP,GOV,,,5,51,51,1,3.4,1,1,1,1.597444089,https://theeagleonline.com.ng/benin-sapele-warri-road-edo-governor-deputy-hail-tinubu/,2,1,2025,2025-02,5,positif,cooperatif,cooperation_verbale,sud,theeagleonline.com.ng
1225359827,2025-02-08,202502,2025,2025.1041,1,BN,Benin,BN,9.5,2.25,NI,BN,NGA,BEN,NIGERIA,BENIN,,,,,9,90,90,2,-2.0,2,1,2,1.597444089,https://theeagleonline.com.ng/benin-sapele-warri-road-edo-governor-deputy-hail-tinubu/,2,1,2025,2025-02,5,positif,conflictuel,cooperation_materielle,sud,theeagleonline.com.ng
1225380894,2025-02-08,202502,2025,2025.1041,1,BN,Benin,BN,9.5,2.25,BN,BN,BEN,,BENIN,GOVERNMENT,,GOV,,,4,43,43,1,2.8,10,1,10,9.677419355,https://dailypost.ng/2025/02/08/fg-welcomes-15-returning-tac-volunteers-from-benin-republic/,2,1,2025,2025-02,5,tres_positif,cooperatif,cooperation_verbale,sud,dailypost.ng
1225381156,2025-02-08,202502,2025,2025.1041,1,BN,Benin,BN,9.5,2.25,BN,BN,,BEN,GOVERNMENT,BENIN,GOV,,,,4,42,42,1,1.9,10,1,10,9.677419355,https://dailypost.ng/2025/02/08/fg-welcomes-15-returning-tac-volunteers-from-benin-republic/,2,1,2025,2025-02,5,tres_positif,cooperatif,cooperation_verbale,sud,dailypost.ng
1225359267,2025-02-08,202502,2025,2025.1041,1,BN,Benin,BN,9.5,2.25,BN,BN,BEN,,BENIN,DEPUTY,,COP,,,5,51,51,1,3.4,10,1,10,1.597444089,https://theeagleonline.com.ng/benin-sapele-warri-road-edo-governor-deputy-hail-tinubu/,2,1,2025,2025-02,5,positif,cooperatif,cooperation_verbale,sud,theeagleonline.com.ng
